zip	type	primary_city	state	latitude	longitude
23440	PO BOX	Tangier	VA	37.82	-75.99
23441	PO BOX	Tasley	VA	37.71	-75.7
23442	STANDARD	Temperanceville	VA	37.89	-75.54
23443	PO BOX	Townsend	VA	37.18	-75.95
23450	PO BOX	Virginia Beach	VA	36.73	-76.04
23451	STANDARD	Virginia Beach	VA	36.87	-76.01
23452	STANDARD	Virginia Beach	VA	36.85	-76.09
23453	STANDARD	Virginia Beach	VA	36.78	-76.08
23454	STANDARD	Virginia Beach	VA	36.82	-76.03
23455	STANDARD	Virginia Beach	VA	36.89	-76.15
23456	STANDARD	Virginia Beach	VA	36.73	-76.04
23457	STANDARD	Virginia Beach	VA	36.61	-76.02
23458	PO BOX	Virginia Beach	VA	36.73	-76.04
23459	STANDARD	Virginia Beach	VA	36.92	-76.02
23460	STANDARD	Virginia Beach	VA	36.81	-76.03
23461	STANDARD	Virginia Beach	VA	36.78	-75.96
23462	STANDARD	Virginia Beach	VA	36.84	-76.15
23463	UNIQUE	Virginia Beach	VA	36.73	-76.04
23464	STANDARD	Virginia Beach	VA	36.8	-76.19
23465	UNIQUE	Virginia Beach	VA	36.73	-76.04
23466	PO BOX	Virginia Beach	VA	36.73	-76.04
23467	PO BOX	Virginia Beach	VA	36.73	-76.04
23471	PO BOX	Virginia Beach	VA	36.73	-76.04
23479	UNIQUE	Virginia Beach	VA	36.73	-76.04
23480	PO BOX	Wachapreague	VA	37.62	-75.69
23482	PO BOX	Wardtown	VA	37.5	-75.87
23483	PO BOX	Wattsville	VA	37.9	-75.5
23486	PO BOX	Willis Wharf	VA	37.51	-75.81
23487	STANDARD	Windsor	VA	36.8	-76.73
23488	STANDARD	Withams	VA	37.95	-75.6
23501	PO BOX	Norfolk	VA	36.84	-76.28
23502	STANDARD	Norfolk	VA	36.86	-76.2
23503	STANDARD	Norfolk	VA	36.95	-76.27
23504	STANDARD	Norfolk	VA	36.86	-76.27
23505	STANDARD	Norfolk	VA	36.91	-76.29
23506	PO BOX	Norfolk	VA	36.84	-76.28
23507	STANDARD	Norfolk	VA	36.86	-76.3
23508	STANDARD	Norfolk	VA	36.88	-76.31
23509	STANDARD	Norfolk	VA	36.88	-76.26
23510	STANDARD	Norfolk	VA	36.85	-76.29
23511	STANDARD	Norfolk	VA	36.91	-76.33
23512	UNIQUE	Norfolk	VA	36.84	-76.28
23513	STANDARD	Norfolk	VA	36.89	-76.24
23514	PO BOX	Norfolk	VA	36.84	-76.28
23515	UNIQUE	Norfolk	VA	36.84	-76.28
23517	STANDARD	Norfolk	VA	36.87	-76.29
23518	STANDARD	Norfolk	VA	36.92	-76.22
23519	STANDARD	Norfolk	VA	36.84	-76.28
23520	STANDARD	Norfolk	VA	36.84	-76.28
23521	STANDARD	Norfolk	VA	36.84	-76.28
23523	STANDARD	Norfolk	VA	36.84	-76.28
23529	UNIQUE	Norfolk	VA	36.84	-76.28
23541	PO BOX	Norfolk	VA	36.84	-76.28
23551	UNIQUE	Norfolk	VA	36.92	-76.29
23601	STANDARD	Newport News	VA	37.04	-76.48
23602	STANDARD	Newport News	VA	37.11	-76.52
23603	STANDARD	Newport News	VA	37.19	-76.56
23604	STANDARD	Fort Eustis	VA	37.12	-76.59
23605	STANDARD	Newport News	VA	37.02	-76.44
23606	STANDARD	Newport News	VA	37.07	-76.51
23607	STANDARD	Newport News	VA	36.97	-76.42
23608	STANDARD	Newport News	VA	37.15	-76.54
23609	PO BOX	Newport News	VA	37.07	-76.51
23612	PO BOX	Newport News	VA	37.07	-76.51
23628	UNIQUE	Newport News	VA	37.07	-76.51
23630	UNIQUE	Hampton	VA	37.04	-76.29
23651	STANDARD	Fort Monroe	VA	37.01	-76.3
23661	STANDARD	Hampton	VA	37.01	-76.39
23662	STANDARD	Poquoson	VA	37.12	-76.34
23663	STANDARD	Hampton	VA	37.03	-76.31
23664	STANDARD	Hampton	VA	37.04	-76.29
23665	STANDARD	Hampton	VA	37.08	-76.37
23666	STANDARD	Hampton	VA	37.06	-76.41
23667	UNIQUE	Hampton	VA	37.04	-76.29
23668	UNIQUE	Hampton	VA	37.04	-76.29
23669	STANDARD	Hampton	VA	37.05	-76.34
23670	PO BOX	Hampton	VA	37.04	-76.29
23681	UNIQUE	Hampton	VA	37.04	-76.29
23690	STANDARD	Yorktown	VA	37.23	-76.5
23691	STANDARD	Yorktown	VA	37.26	-76.55
23692	STANDARD	Yorktown	VA	37.19	-76.46
23693	STANDARD	Yorktown	VA	37.12	-76.45
23694	PO BOX	Lackey	VA	37.23	-76.54
23696	STANDARD	Seaford	VA	37.19	-76.43
23701	STANDARD	Portsmouth	VA	36.81	-76.37
23702	STANDARD	Portsmouth	VA	36.8	-76.33
23703	STANDARD	Portsmouth	VA	36.89	-76.37
23704	STANDARD	Portsmouth	VA	36.82	-76.31
23705	PO BOX	Portsmouth	VA	36.83	-76.29
23707	STANDARD	Portsmouth	VA	36.84	-76.34
23708	STANDARD	Portsmouth	VA	36.85	-76.31
23709	STANDARD	Portsmouth	VA	36.81	-76.31
23801	STANDARD	Fort Lee	VA	37.23	-77.33
23803	STANDARD	Petersburg	VA	37.21	-77.5
23804	PO BOX	Petersburg	VA	37.2	-77.39
23805	STANDARD	Petersburg	VA	37.2	-77.39
23806	UNIQUE	Virginia State University	VA	37.24	-77.42
23821	STANDARD	Alberta	VA	36.86	-77.88
23822	PO BOX	Ammon	VA	37.21	-77.76
23824	STANDARD	Blackstone	VA	37.07	-78
23825	PO BOX	Blackstone	VA	37.08	-77.99
23827	STANDARD	Boykins	VA	36.57	-77.19
23828	STANDARD	Branchville	VA	36.56	-77.24
23829	STANDARD	Capron	VA	36.71	-77.2
23830	STANDARD	Carson	VA	37.03	-77.4
23831	STANDARD	Chester	VA	37.35	-77.43
23832	STANDARD	Chesterfield	VA	37.39	-77.59
23833	STANDARD	Church Road	VA	37.15	-77.63
23834	STANDARD	Colonial Heights	VA	37.26	-77.39
23836	STANDARD	Chester	VA	37.35	-77.35
23837	STANDARD	Courtland	VA	36.71	-77.06
23838	STANDARD	Chesterfield	VA	37.32	-77.63
23839	STANDARD	Dendron	VA	37.08	-76.92
23840	STANDARD	Dewitt	VA	37.03	-77.64
23841	STANDARD	Dinwiddie	VA	37.07	-77.58
23842	STANDARD	Disputanta	VA	37.12	-77.22
23843	STANDARD	Dolphin	VA	36.83	-77.79
23844	STANDARD	Drewryville	VA	36.71	-77.3
23845	STANDARD	Ebony	VA	36.57	-77.99
23846	STANDARD	Elberon	VA	37.07	-76.88
23847	STANDARD	Emporia	VA	36.69	-77.53
23850	STANDARD	Ford	VA	37.14	-77.73
23851	STANDARD	Franklin	VA	36.68	-76.93
23856	STANDARD	Freeman	VA	36.8	-77.7
23857	STANDARD	Gasburg	VA	36.56	-77.89
23860	STANDARD	Hopewell	VA	37.29	-77.29
23866	STANDARD	Ivor	VA	36.9	-76.89
23867	STANDARD	Jarratt	VA	36.81	-77.47
23868	STANDARD	Lawrenceville	VA	36.75	-77.85
23870	UNIQUE	Jarratt	VA	36.81	-77.47
23872	STANDARD	Mc Kenney	VA	36.99	-77.74
23873	PO BOX	Meredithville	VA	36.79	-77.95
23874	STANDARD	Newsoms	VA	36.62	-77.12
23875	STANDARD	Prince George	VA	37.22	-77.28
23876	STANDARD	Rawlings	VA	36.94	-77.77
23878	STANDARD	Sedley	VA	36.77	-76.98
23879	STANDARD	Skippers	VA	36.59	-77.6
23881	STANDARD	Spring Grove	VA	37.16	-76.97
23882	STANDARD	Stony Creek	VA	36.94	-77.4
23883	STANDARD	Surry	VA	37.13	-76.83
23884	PO BOX	Sussex	VA	36.92	-77.28
23885	STANDARD	Sutherland	VA	37.19	-77.56
23887	STANDARD	Valentines	VA	36.58	-77.83
23888	STANDARD	Wakefield	VA	36.96	-76.98
23889	STANDARD	Warfield	VA	36.89	-77.74
23890	STANDARD	Waverly	VA	37.03	-77.09
23891	UNIQUE	Waverly	VA	37.05	-77.21
23893	STANDARD	White Plains	VA	36.63	-77.91
23894	STANDARD	Wilsons	VA	37.14	-77.85
23897	STANDARD	Yale	VA	36.84	-77.28
23898	STANDARD	Zuni	VA	36.86	-76.82
23899	PO BOX	Claremont	VA	37.22	-76.96
23901	STANDARD	Farmville	VA	37.29	-78.39
23909	UNIQUE	Farmville	VA	37.3	-78.4
23915	STANDARD	Baskerville	VA	36.68	-78.27
23917	STANDARD	Boydton	VA	36.66	-78.38
23919	STANDARD	Bracey	VA	36.59	-78.14
23920	STANDARD	Brodnax	VA	36.7	-78.03
23921	STANDARD	Buckingham	VA	37.55	-78.55
23922	STANDARD	Burkeville	VA	37.18	-78.2
23923	STANDARD	Charlotte Court House	VA	37.05	-78.63
23924	STANDARD	Chase City	VA	36.79	-78.46
23927	STANDARD	Clarksville	VA	36.62	-78.56
23930	STANDARD	Crewe	VA	37.18	-78.13
23934	STANDARD	Cullen	VA	37.18	-78.63
23936	STANDARD	Dillwyn	VA	37.54	-78.46
23937	STANDARD	Drakes Branch	VA	36.99	-78.6
23938	STANDARD	Dundas	VA	36.91	-77.99
23939	PO BOX	Evergreen	VA	37.3	-78.78
23941	PO BOX	Fort Mitchell	VA	36.91	-78.48
23942	STANDARD	Green Bay	VA	37.13	-78.3
23943	PO BOX	Hampden Sydney	VA	37.25	-78.45
23944	STANDARD	Kenbridge	VA	36.96	-78.13
23947	STANDARD	Keysville	VA	37.03	-78.48
23950	STANDARD	La Crosse	VA	36.69	-78.09
23952	STANDARD	Lunenburg	VA	36.96	-78.26
23954	STANDARD	Meherrin	VA	37.09	-78.36
23955	PO BOX	Nottoway	VA	37.13	-78.07
23958	STANDARD	Pamplin	VA	37.26	-78.68
23959	STANDARD	Phenix	VA	37.08	-78.74
23960	STANDARD	Prospect	VA	37.3	-78.55
23962	STANDARD	Randolph	VA	36.97	-78.7
23963	STANDARD	Red House	VA	37.18	-78.8
23964	STANDARD	Red Oak	VA	36.76	-78.63
23966	STANDARD	Rice	VA	37.27	-78.29
23967	STANDARD	Saxe	VA	36.93	-78.66
23968	STANDARD	Skipwith	VA	36.73	-78.53
23970	STANDARD	South Hill	VA	36.72	-78.12
23974	STANDARD	Victoria	VA	36.99	-78.22
23976	STANDARD	Wylliesburg	VA	36.85	-78.58
24001	PO BOX	Roanoke	VA	37.27	-79.95
24002	PO BOX	Roanoke	VA	37.27	-79.95
24003	PO BOX	Roanoke	VA	37.27	-79.95
24004	PO BOX	Roanoke	VA	37.27	-79.95
24005	PO BOX	Roanoke	VA	37.27	-79.95
24006	PO BOX	Roanoke	VA	37.27	-79.95
24007	PO BOX	Roanoke	VA	37.27	-79.95
24008	PO BOX	Roanoke	VA	37.27	-79.95
24009	PO BOX	Roanoke	VA	37.27	-79.95
24010	PO BOX	Roanoke	VA	37.27	-79.95
24011	STANDARD	Roanoke	VA	37.27	-79.94
24012	STANDARD	Roanoke	VA	37.31	-79.9
24013	STANDARD	Roanoke	VA	37.27	-79.92
24014	STANDARD	Roanoke	VA	37.22	-79.91
24015	STANDARD	Roanoke	VA	37.26	-79.98
24016	STANDARD	Roanoke	VA	37.27	-79.95
24017	STANDARD	Roanoke	VA	37.3	-79.99
24018	STANDARD	Roanoke	VA	37.21	-80.04
24019	STANDARD	Roanoke	VA	37.35	-79.95
24020	PO BOX	Roanoke	VA	37.36	-79.94
24022	PO BOX	Roanoke	VA	37.27	-79.95
24023	PO BOX	Roanoke	VA	37.27	-79.95
24024	PO BOX	Roanoke	VA	37.27	-79.95
24025	PO BOX	Roanoke	VA	37.27	-79.95
24026	PO BOX	Roanoke	VA	37.27	-79.95
24027	PO BOX	Roanoke	VA	37.27	-79.95
24028	PO BOX	Roanoke	VA	37.27	-79.95
24029	PO BOX	Roanoke	VA	37.27	-79.95
24030	PO BOX	Roanoke	VA	37.27	-79.95
24031	PO BOX	Roanoke	VA	37.27	-79.95
24032	PO BOX	Roanoke	VA	37.27	-79.95
24033	PO BOX	Roanoke	VA	37.27	-79.95
24034	PO BOX	Roanoke	VA	37.27	-79.95
24035	PO BOX	Roanoke	VA	37.27	-79.95
24036	PO BOX	Roanoke	VA	37.27	-79.95
24037	PO BOX	Roanoke	VA	37.27	-79.95
24038	PO BOX	Roanoke	VA	37.27	-79.95
24040	UNIQUE	Roanoke	VA	37.27	-79.95
24042	UNIQUE	Roanoke	VA	37.27	-79.95
24043	UNIQUE	Roanoke	VA	37.27	-79.95
24044	UNIQUE	Roanoke	VA	37.27	-79.94
24045	UNIQUE	Roanoke	VA	37.27	-79.94
24048	UNIQUE	Roanoke	VA	37.27	-79.94
24050	UNIQUE	Roanoke	VA	37.27	-79.95
24053	STANDARD	Ararat	VA	36.6	-80.51
24054	STANDARD	Axton	VA	36.66	-79.71
24055	STANDARD	Bassett	VA	36.76	-79.98
24058	PO BOX	Belspring	VA	37.19	-80.61
24059	STANDARD	Bent Mountain	VA	37.15	-80.11
24060	STANDARD	Blacksburg	VA	37.23	-80.42
24061	UNIQUE	Blacksburg	VA	37.23	-80.42
24062	PO BOX	Blacksburg	VA	37.23	-80.42
24063	PO BOX	Blacksburg	VA	37.23	-80.42
24064	STANDARD	Blue Ridge	VA	37.38	-79.82
24065	STANDARD	Boones Mill	VA	37.11	-79.95
24066	STANDARD	Buchanan	VA	37.52	-79.68
24067	STANDARD	Callaway	VA	37.01	-80.05
24068	PO BOX	Christiansburg	VA	37.14	-80.4
24069	STANDARD	Cascade	VA	36.56	-79.66
24070	STANDARD	Catawba	VA	37.38	-80.11
24072	STANDARD	Check	VA	37.04	-80.24
24073	STANDARD	Christiansburg	VA	37.14	-80.4
24076	STANDARD	Claudville	VA	36.59	-80.42
24077	STANDARD	Cloverdale	VA	37.37	-79.9
24078	STANDARD	Collinsville	VA	36.72	-79.91
24079	STANDARD	Copper Hill	VA	37.08	-80.13
24082	STANDARD	Critz	VA	36.62	-80.11
24083	STANDARD	Daleville	VA	37.41	-79.92
24084	STANDARD	Dublin	VA	37.1	-80.68
24085	STANDARD	Eagle Rock	VA	37.63	-79.8
24086	STANDARD	Eggleston	VA	37.28	-80.63
24087	STANDARD	Elliston	VA	37.21	-80.23
24088	STANDARD	Ferrum	VA	36.92	-80.02
24089	STANDARD	Fieldale	VA	36.7	-79.94
24090	STANDARD	Fincastle	VA	37.49	-79.87
24091	STANDARD	Floyd	VA	36.91	-80.31
24092	STANDARD	Glade Hill	VA	37	-79.77
24093	STANDARD	Glen Lyn	VA	37.37	-80.85
24095	STANDARD	Goodview	VA	37.21	-79.71
24101	STANDARD	Hardy	VA	37.18	-79.8
24102	STANDARD	Henry	VA	36.83	-80
24104	STANDARD	Huddleston	VA	37.16	-79.48
24105	STANDARD	Indian Valley	VA	36.91	-80.6
24111	PO BOX	Mc Coy	VA	37.23	-80.61
24112	STANDARD	Martinsville	VA	36.68	-79.86
24113	PO BOX	Martinsville	VA	36.68	-79.86
24114	PO BOX	Martinsville	VA	36.68	-79.86
24115	PO BOX	Martinsville	VA	36.68	-79.86
24120	STANDARD	Meadows Of Dan	VA	36.73	-80.41
24121	STANDARD	Moneta	VA	37.18	-79.63
24122	STANDARD	Montvale	VA	37.43	-79.69
24124	STANDARD	Narrows	VA	37.33	-80.8
24126	PO BOX	Newbern	VA	37.04	-80.68
24127	STANDARD	New Castle	VA	37.5	-80.11
24128	STANDARD	Newport	VA	37.29	-80.49
24129	PO BOX	New River	VA	37.12	-80.57
24130	STANDARD	Oriskany	VA	37.61	-80
24131	STANDARD	Paint Bank	VA	37.56	-80.28
24132	PO BOX	Parrott	VA	37.21	-80.63
24133	STANDARD	Patrick Springs	VA	36.67	-80.13
24134	STANDARD	Pearisburg	VA	37.32	-80.72
24136	STANDARD	Pembroke	VA	37.32	-80.63
24137	STANDARD	Penhook	VA	36.98	-79.63
24138	STANDARD	Pilot	VA	37.05	-80.36
24139	STANDARD	Pittsville	VA	36.98	-79.46
24141	STANDARD	Radford	VA	37.12	-80.55
24142	PO BOX	Radford	VA	37.14	-80.55
24143	PO BOX	Radford	VA	37.12	-80.55
24146	PO BOX	Redwood	VA	37.01	-79.79
24147	STANDARD	Rich Creek	VA	37.38	-80.82
24148	STANDARD	Ridgeway	VA	36.57	-79.85
24149	STANDARD	Riner	VA	37.02	-80.43
24150	STANDARD	Ripplemead	VA	37.38	-80.63
24151	STANDARD	Rocky Mount	VA	36.99	-79.89
24153	STANDARD	Salem	VA	37.28	-80.05
24155	UNIQUE	Roanoke	VA	37.29	-80.06
24157	UNIQUE	Roanoke	VA	37.28	-80.05
24161	STANDARD	Sandy Level	VA	37	-79.55
24162	STANDARD	Shawsville	VA	37.13	-80.25
24165	STANDARD	Spencer	VA	36.61	-80.01
24167	STANDARD	Staffordsville	VA	37.26	-80.72
24168	STANDARD	Stanleytown	VA	36.73	-79.95
24171	STANDARD	Stuart	VA	36.64	-80.27
24174	STANDARD	Thaxton	VA	37.35	-79.63
24175	STANDARD	Troutville	VA	37.41	-79.87
24176	STANDARD	Union Hall	VA	37	-79.68
24177	PO BOX	Vesta	VA	36.72	-80.39
24178	PO BOX	Villamont	VA	37.39	-79.74
24179	STANDARD	Vinton	VA	37.27	-79.88
24184	STANDARD	Wirtz	VA	37.08	-79.9
24185	STANDARD	Woolwine	VA	36.78	-80.28
24201	STANDARD	Bristol	VA	36.61	-82.16
24202	STANDARD	Bristol	VA	36.66	-82.21
24203	PO BOX	Bristol	VA	36.61	-82.16
24205	UNIQUE	Bristol	VA	36.61	-82.17
24209	PO BOX	Bristol	VA	36.61	-82.16
24210	STANDARD	Abingdon	VA	36.77	-82.03
24211	STANDARD	Abingdon	VA	36.7	-81.96
24212	PO BOX	Abingdon	VA	36.7	-81.96
24215	PO BOX	Andover	VA	36.94	-82.78
24216	STANDARD	Appalachia	VA	36.9	-82.78
24217	STANDARD	Bee	VA	37.08	-82.19
24218	PO BOX	Ben Hur	VA	36.73	-83.08
24219	STANDARD	Big Stone Gap	VA	36.86	-82.77
24220	STANDARD	Birchleaf	VA	37.15	-82.23
24221	STANDARD	Blackwater	VA	36.62	-83.05
24224	STANDARD	Castlewood	VA	36.87	-82.28
24225	STANDARD	Cleveland	VA	36.94	-82.15
24226	STANDARD	Clinchco	VA	37.12	-82.33
24228	STANDARD	Clintwood	VA	37.15	-82.45
24230	STANDARD	Coeburn	VA	36.94	-82.46
24236	STANDARD	Damascus	VA	36.63	-81.78
24237	STANDARD	Dante	VA	36.98	-82.29
24239	STANDARD	Davenport	VA	37.12	-82.15
24243	STANDARD	Dryden	VA	36.77	-82.94
24244	STANDARD	Duffield	VA	36.71	-82.79
24245	STANDARD	Dungannon	VA	36.82	-82.46
24246	PO BOX	East Stone Gap	VA	36.87	-82.75
24248	STANDARD	Ewing	VA	36.63	-83.43
24250	STANDARD	Fort Blackmore	VA	36.77	-82.58
24251	STANDARD	Gate City	VA	36.63	-82.58
24256	STANDARD	Haysi	VA	37.2	-82.29
24258	STANDARD	Hiltons	VA	36.65	-82.46
24260	STANDARD	Honaker	VA	37.01	-81.97
24263	STANDARD	Jonesville	VA	36.68	-83.11
24265	STANDARD	Keokee	VA	36.86	-82.9
24266	STANDARD	Lebanon	VA	36.89	-82.07
24269	STANDARD	Mc Clure	VA	37.08	-82.38
24270	STANDARD	Mendota	VA	36.72	-82.25
24271	STANDARD	Nickelsville	VA	36.75	-82.41
24272	STANDARD	Nora	VA	37.02	-82.34
24273	STANDARD	Norton	VA	36.93	-82.62
24277	STANDARD	Pennington Gap	VA	36.75	-83.02
24279	STANDARD	Pound	VA	37.12	-82.6
24280	STANDARD	Rosedale	VA	36.95	-81.93
24281	STANDARD	Rose Hill	VA	36.67	-83.36
24282	STANDARD	Saint Charles	VA	36.8	-83.05
24283	STANDARD	Saint Paul	VA	36.9	-82.31
24290	STANDARD	Weber City	VA	36.62	-82.56
24292	STANDARD	Whitetop	VA	36.6	-81.61
24293	STANDARD	Wise	VA	36.97	-82.58
24301	STANDARD	Pulaski	VA	37.05	-80.76
24311	STANDARD	Atkins	VA	36.86	-81.39
24312	STANDARD	Austinville	VA	36.82	-80.86
24313	STANDARD	Barren Springs	VA	36.91	-80.8
24314	STANDARD	Bastian	VA	37.15	-81.15
24315	STANDARD	Bland	VA	37.1	-81.11
24316	STANDARD	Broadford	VA	36.96	-81.67
24317	STANDARD	Cana	VA	36.58	-80.66
24318	STANDARD	Ceres	VA	37.01	-81.35
24319	STANDARD	Chilhowie	VA	36.8	-81.68
24322	STANDARD	Cripple Creek	VA	36.81	-81.1
24323	STANDARD	Crockett	VA	36.88	-81.18
24324	STANDARD	Draper	VA	37	-80.76
24325	STANDARD	Dugspur	VA	36.81	-80.61
24326	STANDARD	Elk Creek	VA	36.73	-81.2
24327	PO BOX	Emory	VA	36.75	-81.83
24328	STANDARD	Fancy Gap	VA	36.66	-80.7
24330	STANDARD	Fries	VA	36.71	-80.97
24333	STANDARD	Galax	VA	36.66	-80.91
24340	STANDARD	Glade Spring	VA	36.79	-81.77
24343	STANDARD	Hillsville	VA	36.76	-80.73
24347	STANDARD	Hiwassee	VA	36.97	-80.64
24348	STANDARD	Independence	VA	36.61	-81.15
24350	STANDARD	Ivanhoe	VA	36.83	-80.95
24351	STANDARD	Lambsburg	VA	36.58	-80.76
24352	STANDARD	Laurel Fork	VA	36.71	-80.51
24354	STANDARD	Marion	VA	36.83	-81.51
24360	STANDARD	Max Meadows	VA	36.96	-80.93
24361	STANDARD	Meadowview	VA	36.76	-81.85
24363	STANDARD	Mouth Of Wilson	VA	36.58	-81.33
24366	STANDARD	Rocky Gap	VA	37.26	-81.12
24368	STANDARD	Rural Retreat	VA	36.89	-81.27
24370	STANDARD	Saltville	VA	36.87	-81.76
24374	STANDARD	Speedwell	VA	36.81	-81.16
24375	STANDARD	Sugar Grove	VA	36.76	-81.4
24377	STANDARD	Tannersville	VA	36.97	-81.64
24378	STANDARD	Troutdale	VA	36.7	-81.43
24380	STANDARD	Willis	VA	36.85	-80.48
24381	STANDARD	Woodlawn	VA	36.71	-80.81
24382	STANDARD	Wytheville	VA	36.95	-81.08
24401	STANDARD	Staunton	VA	38.15	-79.06
24402	PO BOX	Staunton	VA	38.15	-79.06
24411	PO BOX	Augusta Springs	VA	38.11	-79.31
24412	PO BOX	Bacova	VA	38.05	-79.82
24413	STANDARD	Blue Grass	VA	38.53	-79.6
24415	PO BOX	Brownsburg	VA	37.92	-79.32
24416	STANDARD	Buena Vista	VA	37.73	-79.35
24421	STANDARD	Churchville	VA	38.22	-79.16
24422	STANDARD	Clifton Forge	VA	37.82	-79.82
24426	STANDARD	Covington	VA	37.77	-79.99
24430	STANDARD	Craigsville	VA	38.08	-79.38
24431	STANDARD	Crimora	VA	38.16	-78.83
24432	STANDARD	Deerfield	VA	38.19	-79.4
24433	STANDARD	Doe Hill	VA	38.43	-79.44
24435	STANDARD	Fairfield	VA	37.88	-79.3
24437	STANDARD	Fort Defiance	VA	38.21	-78.94
24438	PO BOX	Glen Wilton	VA	37.75	-79.81
24439	STANDARD	Goshen	VA	37.99	-79.5
24440	STANDARD	Greenville	VA	38	-79.15
24441	STANDARD	Grottoes	VA	38.26	-78.82
24442	STANDARD	Head Waters	VA	38.37	-79.38
24445	STANDARD	Hot Springs	VA	38	-79.83
24448	PO BOX	Iron Gate	VA	37.8	-79.79
24450	STANDARD	Lexington	VA	37.78	-79.44
24457	PO BOX	Low Moor	VA	37.76	-79.94
24458	STANDARD	Mc Dowell	VA	38.3	-79.52
24459	STANDARD	Middlebrook	VA	38.02	-79.28
24460	STANDARD	Millboro	VA	37.96	-79.6
24463	PO BOX	Mint Spring	VA	38.07	-79.1
24464	STANDARD	Montebello	VA	37.86	-79.13
24465	STANDARD	Monterey	VA	38.41	-79.58
24467	STANDARD	Mount Sidney	VA	38.26	-78.97
24468	STANDARD	Mustoe	VA	38.32	-79.64
24469	PO BOX	New Hope	VA	38.19	-78.9
24471	STANDARD	Port Republic	VA	38.32	-78.81
24472	STANDARD	Raphine	VA	37.93	-79.23
24473	STANDARD	Rockbridge Baths	VA	37.9	-79.41
24474	PO BOX	Selma	VA	37.81	-79.85
24476	STANDARD	Steeles Tavern	VA	37.97	-79.23
24477	STANDARD	Stuarts Draft	VA	38.02	-79.02
24479	STANDARD	Swoope	VA	38.14	-79.2
24482	STANDARD	Verona	VA	38.19	-79
24483	STANDARD	Vesuvius	VA	37.9	-79.2
24484	STANDARD	Warm Springs	VA	38.05	-79.78
24485	STANDARD	West Augusta	VA	38.27	-79.3
24486	STANDARD	Weyers Cave	VA	38.28	-78.92
24487	STANDARD	Williamsville	VA	38.19	-79.56
24501	STANDARD	Lynchburg	VA	37.4	-79.19
24502	STANDARD	Lynchburg	VA	37.36	-79.22
24503	STANDARD	Lynchburg	VA	37.45	-79.25
24504	STANDARD	Lynchburg	VA	37.37	-79.05
24505	PO BOX	Lynchburg	VA	37.4	-79.19
24506	PO BOX	Lynchburg	VA	37.4	-79.19
24512	UNIQUE	Lynchburg	VA	37.45	-79.25
24513	UNIQUE	Lynchburg	VA	37.4	-79.19
24514	UNIQUE	Lynchburg	VA	37.4	-79.19
24515	UNIQUE	Lynchburg	VA	37.4	-79.19
24517	STANDARD	Altavista	VA	37.12	-79.28
24520	STANDARD	Alton	VA	36.56	-79
24521	STANDARD	Amherst	VA	37.58	-79.05
24522	STANDARD	Appomattox	VA	37.35	-78.82
24523	STANDARD	Bedford	VA	37.32	-79.52
24526	STANDARD	Big Island	VA	37.53	-79.36
24527	STANDARD	Blairs	VA	36.68	-79.38
24528	STANDARD	Brookneal	VA	37.05	-78.94
24529	STANDARD	Buffalo Junction	VA	36.6	-78.63
24530	STANDARD	Callands	VA	36.81	-79.62
24531	STANDARD	Chatham	VA	36.81	-79.39
24533	PO BOX	Clifford	VA	37.65	-79.03
24534	STANDARD	Clover	VA	36.83	-78.73
24535	PO BOX	Cluster Springs	VA	36.61	-78.91
24536	STANDARD	Coleman Falls	VA	37.5	-79.33
24538	STANDARD	Concord	VA	37.35	-78.98
24539	STANDARD	Crystal Hill	VA	36.85	-78.91
24540	STANDARD	Danville	VA	36.63	-79.43
24541	STANDARD	Danville	VA	36.58	-79.4
24543	PO BOX	Danville	VA	36.58	-79.4
24544	UNIQUE	Danville	VA	36.58	-79.39
24549	STANDARD	Dry Fork	VA	36.75	-79.41
24550	STANDARD	Evington	VA	37.23	-79.28
24551	STANDARD	Forest	VA	37.37	-79.27
24553	STANDARD	Gladstone	VA	37.54	-78.84
24554	STANDARD	Gladys	VA	37.16	-79.08
24555	STANDARD	Glasgow	VA	37.63	-79.45
24556	STANDARD	Goode	VA	37.36	-79.38
24557	STANDARD	Gretna	VA	36.95	-79.36
24558	STANDARD	Halifax	VA	36.76	-78.93
24562	STANDARD	Howardsville	VA	37.73	-78.64
24563	STANDARD	Hurt	VA	37.09	-79.29
24565	STANDARD	Java	VA	36.83	-79.23
24566	STANDARD	Keeling	VA	36.71	-79.3
24569	STANDARD	Long Island	VA	37.08	-79.1
24570	STANDARD	Lowry	VA	37.35	-79.42
24571	STANDARD	Lynch Station	VA	37.14	-79.36
24572	STANDARD	Madison Heights	VA	37.43	-79.1
24574	STANDARD	Monroe	VA	37.6	-79.24
24576	PO BOX	Naruna	VA	37.13	-78.95
24577	STANDARD	Nathalie	VA	36.93	-78.95
24578	STANDARD	Natural Bridge	VA	37.63	-79.55
24579	STANDARD	Natural Bridge Station	VA	37.58	-79.5
24580	STANDARD	Nelson	VA	36.55	-78.67
24581	STANDARD	Norwood	VA	37.66	-78.81
24586	STANDARD	Ringgold	VA	36.6	-79.3
24588	STANDARD	Rustburg	VA	37.28	-79.1
24589	STANDARD	Scottsburg	VA	36.75	-78.79
24590	STANDARD	Scottsville	VA	37.79	-78.49
24592	STANDARD	South Boston	VA	36.7	-78.9
