zip	type	primary_city	state	latitude	longitude
56314	STANDARD	Bowlus	MN	45.82	-94.4
56315	STANDARD	Brandon	MN	45.96	-95.59
56316	STANDARD	Brooten	MN	45.5	-95.11
56317	PO BOX	Buckman	MN	45.89	-94.09
56318	STANDARD	Burtrum	MN	45.86	-94.68
56319	STANDARD	Carlos	MN	45.97	-95.29
56320	STANDARD	Cold Spring	MN	45.45	-94.43
56321	PO BOX	Collegeville	MN	45.58	-94.39
56323	STANDARD	Cyrus	MN	45.61	-95.73
56324	STANDARD	Dalton	MN	46.17	-95.91
56325	PO BOX	Elrosa	MN	45.56	-94.95
56326	STANDARD	Evansville	MN	46	-95.68
56327	STANDARD	Farwell	MN	45.75	-95.61
56328	PO BOX	Flensburg	MN	45.95	-94.52
56329	STANDARD	Foley	MN	45.66	-93.9
56330	STANDARD	Foreston	MN	45.73	-93.7
56331	STANDARD	Freeport	MN	45.66	-94.68
56332	STANDARD	Garfield	MN	45.94	-95.49
56333	PO BOX	Gilman	MN	45.73	-93.95
56334	STANDARD	Glenwood	MN	45.65	-95.38
56335	PO BOX	Greenwald	MN	45.6	-94.86
56336	STANDARD	Grey Eagle	MN	45.82	-94.74
56338	STANDARD	Hillman	MN	46	-93.88
56339	STANDARD	Hoffman	MN	45.83	-95.78
56340	STANDARD	Holdingford	MN	45.73	-94.47
56341	PO BOX	Holmes City	MN	45.8	-95.57
56342	STANDARD	Isle	MN	46.14	-93.46
56343	STANDARD	Kensington	MN	45.77	-95.69
56344	PO BOX	Lastrup	MN	46.03	-94.06
56345	STANDARD	Little Falls	MN	45.97	-94.36
56347	STANDARD	Long Prairie	MN	45.97	-94.86
56349	STANDARD	Lowry	MN	45.7	-95.51
56350	STANDARD	Mc Grath	MN	46.24	-93.27
56352	STANDARD	Melrose	MN	45.67	-94.81
56353	STANDARD	Milaca	MN	45.75	-93.65
56354	STANDARD	Miltona	MN	46.06	-95.25
56355	STANDARD	Nelson	MN	45.88	-95.26
56356	PO BOX	New Munich	MN	45.63	-94.75
56357	STANDARD	Oak Park	MN	45.7	-93.8
56358	STANDARD	Ogilvie	MN	45.83	-93.41
56359	STANDARD	Onamia	MN	46.06	-93.66
56360	STANDARD	Osakis	MN	45.86	-95.15
56361	STANDARD	Parkers Prairie	MN	46.15	-95.32
56362	STANDARD	Paynesville	MN	45.37	-94.71
56363	PO BOX	Pease	MN	45.7	-93.65
56364	STANDARD	Pierz	MN	45.97	-94.1
56367	STANDARD	Rice	MN	45.74	-94.22
56368	STANDARD	Richmond	MN	45.45	-94.51
56369	PO BOX	Rockville	MN	45.47	-94.35
56371	STANDARD	Roscoe	MN	45.43	-94.64
56372	UNIQUE	Saint Cloud	MN	45.55	-94.17
56373	STANDARD	Royalton	MN	45.83	-94.28
56374	STANDARD	Saint Joseph	MN	45.56	-94.31
56375	STANDARD	Saint Stephen	MN	45.7	-94.27
56376	PO BOX	Saint Martin	MN	45.5	-94.66
56377	STANDARD	Sartell	MN	45.65	-94.25
56378	STANDARD	Sauk Centre	MN	45.73	-94.95
56379	STANDARD	Sauk Rapids	MN	45.59	-94.16
56381	STANDARD	Starbuck	MN	45.61	-95.53
56382	STANDARD	Swanville	MN	45.91	-94.63
56384	STANDARD	Upsala	MN	45.81	-94.57
56385	STANDARD	Villard	MN	45.71	-95.26
56386	STANDARD	Wahkon	MN	46.11	-93.52
56387	STANDARD	Waite Park	MN	45.55	-94.22
56388	STANDARD	Waite Park	MN	45.56	-94.22
56389	PO BOX	West Union	MN	45.8	-95.08
56393	UNIQUE	Saint Cloud	MN	45.55	-94.17
56395	UNIQUE	Saint Cloud	MN	45.55	-94.17
56396	UNIQUE	Saint Cloud	MN	45.55	-94.17
56397	PO BOX	Saint Cloud	MN	45.55	-94.17
56398	PO BOX	Saint Cloud	MN	45.55	-94.17
56399	UNIQUE	Saint Cloud	MN	45.55	-94.17
56401	STANDARD	Brainerd	MN	46.35	-94.19
56425	STANDARD	Baxter	MN	46.34	-94.28
56430	PO BOX	Ah Gwah Ching	MN	47.06	-94.5
56431	STANDARD	Aitkin	MN	46.53	-93.71
56433	STANDARD	Akeley	MN	47	-94.72
56434	STANDARD	Aldrich	MN	46.37	-94.93
56435	STANDARD	Backus	MN	46.82	-94.51
56436	PO BOX	Benedict	MN	47.16	-94.69
56437	STANDARD	Bertha	MN	46.26	-95.06
56438	STANDARD	Browerville	MN	46.08	-94.86
56440	STANDARD	Clarissa	MN	46.12	-94.94
56441	STANDARD	Crosby	MN	46.49	-93.95
56442	STANDARD	Crosslake	MN	46.68	-94.09
56443	STANDARD	Cushing	MN	46.19	-94.57
56444	STANDARD	Deerwood	MN	46.47	-93.89
56446	STANDARD	Eagle Bend	MN	46.16	-95.03
56447	STANDARD	Emily	MN	46.75	-93.96
56448	STANDARD	Fifty Lakes	MN	46.74	-94.09
56449	STANDARD	Fort Ripley	MN	46.16	-94.36
56450	STANDARD	Garrison	MN	46.23	-93.83
56452	STANDARD	Hackensack	MN	46.92	-94.51
56453	STANDARD	Hewitt	MN	46.32	-95.08
56455	STANDARD	Ironton	MN	46.44	-94
56456	PO BOX	Jenkins	MN	46.64	-94.34
56458	STANDARD	Lake George	MN	47.2	-94.99
56459	PO BOX	Lake Hubert	MN	46.5	-94.25
56461	STANDARD	Laporte	MN	47.21	-94.75
56464	STANDARD	Menahga	MN	46.74	-95.1
56465	STANDARD	Merrifield	MN	46.46	-94.17
56466	STANDARD	Motley	MN	46.33	-94.64
56467	STANDARD	Nevis	MN	46.96	-94.84
56468	STANDARD	Nisswa	MN	46.5	-94.29
56469	STANDARD	Palisade	MN	46.71	-93.49
56470	STANDARD	Park Rapids	MN	46.91	-95.06
56472	STANDARD	Pequot Lakes	MN	46.6	-94.32
56473	STANDARD	Pillager	MN	46.32	-94.47
56474	STANDARD	Pine River	MN	46.72	-94.39
56475	STANDARD	Randall	MN	46.08	-94.49
56477	STANDARD	Sebeka	MN	46.62	-95.08
56478	STANDARD	Nimrod	MN	46.63	-94.88
56479	STANDARD	Staples	MN	46.36	-94.8
56481	STANDARD	Verndale	MN	46.39	-95.01
56482	STANDARD	Wadena	MN	46.43	-95.13
56484	STANDARD	Walker	MN	47.08	-94.57
56501	STANDARD	Detroit Lakes	MN	46.81	-95.84
56502	PO BOX	Detroit Lakes	MN	46.81	-95.84
56510	STANDARD	Ada	MN	47.29	-96.51
56511	STANDARD	Audubon	MN	46.86	-95.98
56514	STANDARD	Barnesville	MN	46.64	-96.41
56515	STANDARD	Battle Lake	MN	46.28	-95.71
56516	STANDARD	Bejou	MN	47.44	-95.97
56517	STANDARD	Beltrami	MN	47.54	-96.52
56518	STANDARD	Bluffton	MN	46.46	-95.23
56519	STANDARD	Borup	MN	47.18	-96.5
56520	STANDARD	Breckenridge	MN	46.26	-96.58
56521	STANDARD	Callaway	MN	46.98	-95.91
56522	STANDARD	Campbell	MN	46.09	-96.4
56523	STANDARD	Climax	MN	47.6	-96.81
56524	STANDARD	Clitherall	MN	46.27	-95.62
56525	PO BOX	Comstock	MN	46.66	-96.74
56527	STANDARD	Deer Creek	MN	46.39	-95.32
56528	STANDARD	Dent	MN	46.55	-95.71
56529	STANDARD	Dilworth	MN	46.87	-96.69
56531	STANDARD	Elbow Lake	MN	45.99	-95.97
56533	STANDARD	Elizabeth	MN	46.37	-96.13
56534	STANDARD	Erhard	MN	46.48	-96.09
56535	STANDARD	Erskine	MN	47.66	-96.01
56536	STANDARD	Felton	MN	47.07	-96.5
56537	STANDARD	Fergus Falls	MN	46.28	-96.06
56538	PO BOX	Fergus Falls	MN	46.28	-96.06
56540	STANDARD	Fertile	MN	47.53	-96.29
56541	PO BOX	Flom	MN	47.16	-96.13
56542	STANDARD	Fosston	MN	47.58	-95.74
56543	STANDARD	Foxhome	MN	46.27	-96.31
56544	STANDARD	Frazee	MN	46.72	-95.69
56545	STANDARD	Gary	MN	47.37	-96.26
56546	STANDARD	Georgetown	MN	47.07	-96.79
56547	STANDARD	Glyndon	MN	46.87	-96.57
56548	STANDARD	Halstad	MN	47.35	-96.82
56549	STANDARD	Hawley	MN	46.87	-96.31
56550	STANDARD	Hendrum	MN	47.26	-96.81
56551	STANDARD	Henning	MN	46.32	-95.44
56552	STANDARD	Hitterdal	MN	46.97	-96.25
56553	STANDARD	Kent	MN	46.43	-96.68
56554	STANDARD	Lake Park	MN	46.88	-96.09
56556	STANDARD	Mcintosh	MN	47.63	-95.88
56557	STANDARD	Mahnomen	MN	47.31	-95.96
56560	STANDARD	Moorhead	MN	46.86	-96.75
56561	PO BOX	Moorhead	MN	46.86	-96.75
56562	STANDARD	Moorhead	MN	46.86	-96.75
56563	STANDARD	Moorhead	MN	46.86	-96.75
56565	STANDARD	Nashua	MN	46.03	-96.3
56566	STANDARD	Naytahwaush	MN	47.28	-95.63
56567	STANDARD	New York Mills	MN	46.51	-95.37
56568	STANDARD	Nielsville	MN	47.52	-96.81
56569	STANDARD	Ogema	MN	47.1	-95.92
56570	STANDARD	Osage	MN	46.92	-95.25
56571	STANDARD	Ottertail	MN	46.42	-95.55
56572	STANDARD	Pelican Rapids	MN	46.57	-96.08
56573	STANDARD	Perham	MN	46.59	-95.57
56574	STANDARD	Perley	MN	47.17	-96.8
56575	STANDARD	Ponsford	MN	46.97	-95.38
56576	STANDARD	Richville	MN	46.5	-95.62
56577	PO BOX	Richwood	MN	46.97	-95.8
56578	STANDARD	Rochert	MN	46.94	-95.64
56579	STANDARD	Rothsay	MN	46.47	-96.28
56580	STANDARD	Sabin	MN	46.78	-96.65
56581	STANDARD	Shelly	MN	47.45	-96.82
56583	STANDARD	Tintah	MN	46.01	-96.32
56584	STANDARD	Twin Valley	MN	47.25	-96.25
56585	STANDARD	Ulen	MN	47.07	-96.25
56586	STANDARD	Underwood	MN	46.28	-95.87
56587	STANDARD	Vergas	MN	46.65	-95.8
56588	STANDARD	Vining	MN	46.26	-95.53
56589	STANDARD	Waubun	MN	47.18	-95.93
56590	STANDARD	Wendell	MN	46.03	-96.1
56591	PO BOX	White Earth	MN	47.09	-95.84
56592	STANDARD	Winger	MN	47.53	-95.98
56593	PO BOX	Wolf Lake	MN	46.8	-95.35
56594	STANDARD	Wolverton	MN	46.56	-96.73
56601	STANDARD	Bemidji	MN	47.48	-94.87
56619	PO BOX	Bemidji	MN	47.48	-94.87
56621	STANDARD	Bagley	MN	47.52	-95.4
56623	STANDARD	Baudette	MN	48.71	-94.58
56626	STANDARD	Bena	MN	47.34	-94.2
56627	STANDARD	Big Falls	MN	48.18	-93.8
56628	STANDARD	Bigfork	MN	47.74	-93.65
56629	PO BOX	Birchdale	MN	48.62	-94.1
56630	STANDARD	Blackduck	MN	47.72	-94.54
56631	PO BOX	Bowstring	MN	47.54	-93.79
56633	STANDARD	Cass Lake	MN	47.37	-94.6
56634	STANDARD	Clearbrook	MN	47.69	-95.42
56636	STANDARD	Deer River	MN	47.33	-93.79
56637	STANDARD	Talmoon	MN	47.6	-93.77
56639	STANDARD	Effie	MN	47.84	-93.63
56641	STANDARD	Federal Dam	MN	47.23	-94.21
56644	STANDARD	Gonvick	MN	47.73	-95.51
56646	STANDARD	Gully	MN	47.76	-95.62
56647	STANDARD	Hines	MN	47.68	-94.63
56649	STANDARD	International Falls	MN	48.58	-93.4
56650	STANDARD	Kelliher	MN	47.94	-94.44
56651	STANDARD	Lengby	MN	47.51	-95.63
56652	STANDARD	Leonard	MN	47.65	-95.26
56653	STANDARD	Littlefork	MN	48.39	-93.55
56654	STANDARD	Loman	MN	48.51	-93.8
56655	STANDARD	Longville	MN	46.98	-94.21
56657	STANDARD	Marcell	MN	47.59	-93.69
56658	STANDARD	Margie	MN	48.06	-93.84
56659	STANDARD	Max	MN	47.61	-94.06
56660	STANDARD	Mizpah	MN	47.99	-94.19
56661	STANDARD	Northome	MN	47.87	-94.26
56662	STANDARD	Outing	MN	46.82	-93.94
56663	STANDARD	Pennington	MN	47.48	-94.47
56666	PO BOX	Ponemah	MN	48.04	-94.9
56667	STANDARD	Puposky	MN	47.72	-94.97
56668	PO BOX	Ranier	MN	48.61	-93.35
56669	STANDARD	Kabetogama	MN	48.41	-93.21
56670	PO BOX	Redby	MN	47.84	-94.93
56671	PO BOX	Redlake	MN	47.83	-95.08
56672	STANDARD	Remer	MN	47.05	-93.91
56673	STANDARD	Roosevelt	MN	48.8	-95.1
56676	STANDARD	Shevlin	MN	47.53	-95.25
56678	STANDARD	Solway	MN	47.52	-95.12
56679	PO BOX	South International Falls	MN	48.53	-93.29
56680	STANDARD	Spring Lake	MN	47.66	-93.96
56681	STANDARD	Squaw Lake	MN	47.62	-94.14
56682	STANDARD	Swift	MN	48.85	-95.22
56683	STANDARD	Tenstrike	MN	47.74	-94.75
56684	STANDARD	Trail	MN	47.78	-95.69
56685	STANDARD	Waskish	MN	48.16	-94.51
56686	STANDARD	Williams	MN	48.76	-94.95
56687	PO BOX	Wilton	MN	47.5	-94.99
56688	STANDARD	Wirt	MN	47.73	-93.96
56701	STANDARD	Thief River Falls	MN	48.11	-96.17
56710	STANDARD	Alvarado	MN	48.19	-96.99
56711	PO BOX	Angle Inlet	MN	49.31	-94.96
56713	STANDARD	Argyle	MN	48.33	-96.81
56714	STANDARD	Badger	MN	48.77	-96.02
56715	STANDARD	Brooks	MN	47.81	-96
56716	STANDARD	Crookston	MN	47.77	-96.6
56720	PO BOX	Donaldson	MN	48.57	-96.89
56721	STANDARD	East Grand Forks	MN	47.93	-97.01
56722	STANDARD	Euclid	MN	47.97	-96.63
56723	STANDARD	Fisher	MN	47.79	-96.79
56724	STANDARD	Gatzke	MN	48.42	-95.78
56725	STANDARD	Goodridge	MN	48.14	-95.8
56726	STANDARD	Greenbush	MN	48.69	-96.18
56727	STANDARD	Grygla	MN	48.29	-95.61
56728	STANDARD	Hallock	MN	48.76	-96.94
56729	STANDARD	Halma	MN	48.66	-96.59
56731	PO BOX	Humboldt	MN	48.92	-97.09
56732	STANDARD	Karlstad	MN	48.57	-96.51
56733	STANDARD	Kennedy	MN	48.64	-96.91
56734	STANDARD	Lake Bronson	MN	48.73	-96.66
56735	STANDARD	Lancaster	MN	48.85	-96.8
56736	STANDARD	Mentor	MN	47.69	-96.14
56737	STANDARD	Middle River	MN	48.43	-96.16
56738	STANDARD	Newfolden	MN	48.35	-96.32
56740	STANDARD	Noyes	MN	48.99	-97.2
56741	PO BOX	Oak Island	MN	49.31	-94.84
56742	STANDARD	Oklee	MN	47.83	-95.85
56744	STANDARD	Oslo	MN	48.19	-97.12
56748	STANDARD	Plummer	MN	47.91	-96.03
56750	STANDARD	Red Lake Falls	MN	47.88	-96.27
56751	STANDARD	Roseau	MN	48.84	-95.76
56754	STANDARD	Saint Hilaire	MN	48.01	-96.21
56755	STANDARD	Saint Vincent	MN	48.97	-97.22
56756	STANDARD	Salol	MN	48.86	-95.57
56757	STANDARD	Stephen	MN	48.45	-96.87
56758	STANDARD	Strandquist	MN	48.49	-96.44
56759	STANDARD	Strathcona	MN	48.55	-96.16
56760	STANDARD	Viking	MN	48.21	-96.4
56761	STANDARD	Wannaska	MN	48.65	-95.73
56762	STANDARD	Warren	MN	48.19	-96.76
56763	STANDARD	Warroad	MN	48.9	-95.32
56901	UNIQUE	Parcel Return Service	DC	38.9	-77.04
56902	UNIQUE	Parcel Return Service	DC	38.89	-77.03
56904	UNIQUE	Parcel Return Service	DC	38.89	-77.03
56908	UNIQUE	Parcel Return Service	DC	38.89	-77.03
56915	UNIQUE	Parcel Return Service	DC	38.92	-76.99
56920	UNIQUE	Parcel Return Service	DC	38.9	-77.04
56933	UNIQUE	Parcel Return Service	DC	38.86	-76.99
56935	UNIQUE	Parcel Return Service	DC	38.89	-77.03
56944	UNIQUE	Parcel Return Service	DC	38.86	-76.99
56945	UNIQUE	Parcel Return Service	DC	38.89	-77.03
56950	UNIQUE	Parcel Return Service	DC	38.89	-77.03
56965	UNIQUE	Parcel Return Service	DC	38.89	-77.03
56967	UNIQUE	Parcel Return Service	DC	38.89	-77.03
56972	UNIQUE	Parcel Return Service	DC	38.86	-76.99
56998	UNIQUE	Parcel Return Service	DC	38.89	-77.03
56999	UNIQUE	Parcel Return Service	DC	38.89	-77.03
57001	STANDARD	Alcester	SD	43.02	-96.62
57002	STANDARD	Aurora	SD	44.28	-96.68
57003	STANDARD	Baltic	SD	43.75	-96.73
57004	STANDARD	Beresford	SD	43.07	-96.78
57005	STANDARD	Brandon	SD	43.59	-96.57
57006	STANDARD	Brookings	SD	44.3	-96.78
57007	UNIQUE	Brookings	SD	44.3	-96.78
57010	STANDARD	Burbank	SD	42.76	-96.83
57012	STANDARD	Canistota	SD	43.59	-97.29
57013	STANDARD	Canton	SD	43.3	-96.58
57014	STANDARD	Centerville	SD	43.11	-96.95
57015	STANDARD	Chancellor	SD	43.37	-96.98
57016	STANDARD	Chester	SD	43.89	-96.92
57017	STANDARD	Colman	SD	43.98	-96.81
57018	STANDARD	Colton	SD	43.78	-96.92
57020	STANDARD	Crooks	SD	43.66	-96.8
57021	STANDARD	Davis	SD	43.25	-96.99
57022	STANDARD	Dell Rapids	SD	43.82	-96.71
57024	STANDARD	Egan	SD	43.99	-96.65
57025	STANDARD	Elk Point	SD	42.68	-96.68
57026	STANDARD	Elkton	SD	44.23	-96.47
57027	STANDARD	Fairview	SD	43.22	-96.48
57028	STANDARD	Flandreau	SD	44.04	-96.59
57029	STANDARD	Freeman	SD	43.35	-97.43
57030	STANDARD	Garretson	SD	43.71	-96.5
57031	STANDARD	Gayville	SD	42.88	-97.17
57032	STANDARD	Harrisburg	SD	43.43	-96.69
57033	STANDARD	Hartford	SD	43.62	-96.94
57034	STANDARD	Hudson	SD	43.12	-96.45
57035	STANDARD	Humboldt	SD	43.64	-97.07
57036	STANDARD	Hurley	SD	43.27	-97.09
57037	STANDARD	Irene	SD	43.08	-97.15
57038	STANDARD	Jefferson	SD	42.6	-96.56
57039	STANDARD	Lennox	SD	43.35	-96.89
57040	STANDARD	Lesterville	SD	43.03	-97.59
57041	PO BOX	Lyons	SD	43.73	-96.87
57042	STANDARD	Madison	SD	44	-97.1
57043	STANDARD	Marion	SD	43.42	-97.26
57045	STANDARD	Menno	SD	43.23	-97.57
57046	STANDARD	Mission Hill	SD	42.92	-97.27
57047	STANDARD	Monroe	SD	43.52	-97.21
57048	STANDARD	Montrose	SD	43.7	-97.18
57049	STANDARD	North Sioux City	SD	42.53	-96.5
57050	STANDARD	Nunda	SD	44.16	-97.01
57051	STANDARD	Oldham	SD	44.22	-97.3
57052	STANDARD	Olivet	SD	43.24	-97.67
57053	STANDARD	Parker	SD	43.39	-97.13
57054	STANDARD	Ramona	SD	44.12	-97.21
57055	STANDARD	Renner	SD	43.67	-96.74
57056	STANDARD	Rowena	SD	43.52	-96.55
57057	STANDARD	Rutland	SD	44.1	-96.96
57058	STANDARD	Salem	SD	43.72	-97.38
57059	STANDARD	Scotland	SD	43.14	-97.71
57061	PO BOX	Sinai	SD	44.24	-97.04
57062	STANDARD	Springfield	SD	42.85	-97.89
57063	STANDARD	Tabor	SD	42.94	-97.65
57064	STANDARD	Tea	SD	43.44	-96.83
57065	STANDARD	Trent	SD	43.9	-96.65
57066	STANDARD	Tyndall	SD	42.98	-97.86
57067	STANDARD	Utica	SD	42.98	-97.49
57068	STANDARD	Valley Springs	SD	43.58	-96.46
57069	STANDARD	Vermillion	SD	42.78	-96.92
57070	STANDARD	Viborg	SD	43.17	-97.08
57071	STANDARD	Volga	SD	44.32	-96.92
57072	STANDARD	Volin	SD	42.99	-97.19
57073	STANDARD	Wakonda	SD	43	-97.1
57075	STANDARD	Wentworth	SD	43.99	-96.96
57076	STANDARD	Winfred	SD	43.99	-97.36
57077	STANDARD	Worthing	SD	43.32	-96.76
57078	STANDARD	Yankton	SD	42.88	-97.39
57079	UNIQUE	Yankton	SD	42.87	-97.39
57101	PO BOX	Sioux Falls	SD	43.54	-96.73
57103	STANDARD	Sioux Falls	SD	43.55	-96.69
57104	STANDARD	Sioux Falls	SD	43.54	-96.73
57105	STANDARD	Sioux Falls	SD	43.52	-96.74
57106	STANDARD	Sioux Falls	SD	43.51	-96.84
57107	STANDARD	Sioux Falls	SD	43.6	-96.82
57108	STANDARD	Sioux Falls	SD	43.48	-96.7
57109	PO BOX	Sioux Falls	SD	43.54	-96.73
57110	STANDARD	Sioux Falls	SD	43.55	-96.64
57117	PO BOX	Sioux Falls	SD	43.53	-96.75
57118	PO BOX	Sioux Falls	SD	43.54	-96.73
57186	UNIQUE	Sioux Falls	SD	43.55	-96.7
57188	UNIQUE	Sioux Falls	SD	43.6	-96.7
57189	UNIQUE	Sioux Falls	SD	43.6	-96.7
57192	UNIQUE	Sioux Falls	SD	43.6	-96.7
57193	UNIQUE	Sioux Falls	SD	43.54	-96.73
57194	UNIQUE	Sioux Falls	SD	43.6	-96.7
57195	UNIQUE	Sioux Falls	SD	43.6	-96.7
57196	UNIQUE	Sioux Falls	SD	43.54	-96.72
57197	UNIQUE	Sioux Falls	SD	43.52	-96.74
57198	UNIQUE	Sioux Falls	SD	43.54	-96.73
57201	STANDARD	Watertown	SD	44.91	-97.16
57212	STANDARD	Arlington	SD	44.36	-97.13
57213	STANDARD	Astoria	SD	44.55	-96.54
57214	PO BOX	Badger	SD	44.48	-97.2
57216	STANDARD	Big Stone City	SD	45.29	-96.46
57217	STANDARD	Bradley	SD	45.09	-97.64
57218	STANDARD	Brandt	SD	44.66	-96.62
57219	STANDARD	Bristol	SD	45.34	-97.74
57220	STANDARD	Bruce	SD	44.43	-96.88
57221	STANDARD	Bryant	SD	44.58	-97.46
57223	STANDARD	Castlewood	SD	44.72	-97.03
57224	STANDARD	Claire City	SD	45.85	-97.1
57225	STANDARD	Clark	SD	44.88	-97.73
57226	STANDARD	Clear Lake	SD	44.76	-96.68
57227	STANDARD	Corona	SD	45.33	-96.76
57231	STANDARD	De Smet	SD	44.38	-97.54
57232	STANDARD	Eden	SD	45.61	-97.42
57233	STANDARD	Erwin	SD	44.48	-97.44
57234	STANDARD	Estelline	SD	44.57	-96.9
57235	STANDARD	Florence	SD	45.05	-97.32
57236	STANDARD	Garden City	SD	44.95	-97.58
57237	STANDARD	Gary	SD	44.8	-96.5
57238	STANDARD	Goodwin	SD	44.87	-96.84
57239	STANDARD	Grenville	SD	45.51	-97.3
57241	STANDARD	Hayti	SD	44.65	-97.2
57242	STANDARD	Hazel	SD	44.75	-97.38
57243	STANDARD	Henry	SD	44.88	-97.46
57245	PO BOX	Kranzburg	SD	44.9	-96.92
57246	STANDARD	Labolt	SD	45.01	-96.69
57247	STANDARD	Lake City	SD	45.72	-97.41
57248	STANDARD	Lake Norden	SD	44.57	-97.2
57249	STANDARD	Lake Preston	SD	44.36	-97.37
57251	STANDARD	Marvin	SD	45.26	-96.91
57252	STANDARD	Milbank	SD	45.21	-96.63
57253	UNIQUE	Milbank	SD	45.21	-96.63
57255	STANDARD	New Effington	SD	45.85	-96.91
57256	STANDARD	Ortley	SD	45.33	-97.2
57257	STANDARD	Peever	SD	45.54	-96.95
57258	STANDARD	Raymond	SD	44.91	-97.93
57259	STANDARD	Revillo	SD	45.01	-96.57
57260	STANDARD	Rosholt	SD	45.86	-96.73
57261	STANDARD	Roslyn	SD	45.53	-97.5
57262	STANDARD	Sisseton	SD	45.66	-97.04
57263	STANDARD	South Shore	SD	45.1	-96.93
57264	STANDARD	Stockholm	SD	45.1	-96.79
57265	STANDARD	Strandburg	SD	45.04	-96.76
57266	STANDARD	Summit	SD	45.3	-97.03
57268	STANDARD	Toronto	SD	44.57	-96.64
57269	STANDARD	Twin Brooks	SD	45.2	-96.78
57270	STANDARD	Veblen	SD	45.86	-97.28
57271	STANDARD	Vienna	SD	44.7	-97.49
57272	STANDARD	Wallace	SD	45.08	-97.47
57273	STANDARD	Waubay	SD	45.33	-97.3
57274	STANDARD	Webster	SD	45.33	-97.52
57276	STANDARD	White	SD	44.43	-96.64
57278	STANDARD	Willow Lake	SD	44.62	-97.63
57279	STANDARD	Wilmot	SD	45.4	-96.85
57301	STANDARD	Mitchell	SD	43.73	-98.03
57311	STANDARD	Alexandria	SD	43.65	-97.77
57312	STANDARD	Alpena	SD	44.18	-98.36
57313	STANDARD	Armour	SD	43.31	-98.34
57314	STANDARD	Artesian	SD	44	-97.92
57315	STANDARD	Avon	SD	43	-98.05
57317	STANDARD	Bonesteel	SD	43.07	-98.94
57319	STANDARD	Bridgewater	SD	43.55	-97.49
57321	STANDARD	Canova	SD	43.88	-97.5
57322	STANDARD	Carpenter	SD	44.63	-97.91
57323	STANDARD	Carthage	SD	44.16	-97.71
57324	STANDARD	Cavour	SD	44.37	-98.04
57325	STANDARD	Chamberlain	SD	43.8	-99.32
57326	UNIQUE	Chamberlain	SD	43.8	-99.32
57328	STANDARD	Corsica	SD	43.42	-98.4
57329	STANDARD	Dante	SD	43.03	-98.18
57330	STANDARD	Delmont	SD	43.26	-98.15
57331	STANDARD	Dimock	SD	43.47	-97.98
57332	STANDARD	Emery	SD	43.6	-97.62
57334	STANDARD	Ethan	SD	43.54	-97.98
57335	STANDARD	Fairfax	SD	43.02	-98.88
57337	STANDARD	Fedora	SD	44	-97.78
57339	STANDARD	Fort Thompson	SD	44.04	-99.41
57340	STANDARD	Fulton	SD	43.72	-97.82
57341	STANDARD	Gann Valley	SD	44.03	-98.98
57342	STANDARD	Geddes	SD	43.25	-98.69
57344	STANDARD	Harrison	SD	43.44	-98.52
57345	STANDARD	Highmore	SD	44.52	-99.43
57346	STANDARD	Stephan	SD	44.24	-99.45
57348	STANDARD	Hitchcock	SD	44.62	-98.4
57349	STANDARD	Howard	SD	44.01	-97.52
57350	STANDARD	Huron	SD	44.36	-98.21
57353	STANDARD	Iroquois	SD	44.36	-97.84
57354	PO BOX	Kaylor	SD	43.21	-97.81
57355	STANDARD	Kimball	SD	43.74	-98.95
57356	STANDARD	Lake Andes	SD	43.15	-98.53
57358	PO BOX	Lane	SD	44.08	-98.42
57359	STANDARD	Letcher	SD	43.89	-98.14
57361	PO BOX	Marty	SD	43	-98.43
57362	STANDARD	Miller	SD	44.52	-98.98
57363	STANDARD	Mount Vernon	SD	43.71	-98.26
57364	STANDARD	New Holland	SD	43.43	-98.61
57365	STANDARD	Oacoma	SD	43.79	-99.38
57366	STANDARD	Parkston	SD	43.39	-97.98
57367	PO BOX	Pickstown	SD	43.06	-98.53
57368	STANDARD	Plankinton	SD	43.71	-98.48
57369	STANDARD	Platte	SD	43.38	-98.84
57370	STANDARD	Pukwana	SD	43.77	-99.18
57371	STANDARD	Ree Heights	SD	44.51	-99.2
57373	STANDARD	Saint Lawrence	SD	44.51	-98.94
57374	STANDARD	Spencer	SD	43.72	-97.59
57375	STANDARD	Stickney	SD	43.58	-98.43
57376	STANDARD	Tripp	SD	43.22	-97.96
57379	STANDARD	Virgil	SD	44.29	-98.42
57380	STANDARD	Wagner	SD	43.07	-98.3
57381	STANDARD	Wessington	SD	44.45	-98.69
57382	STANDARD	Wessington Springs	SD	44.08	-98.57
57383	STANDARD	White Lake	SD	43.72	-98.71
57384	STANDARD	Wolsey	SD	44.41	-98.47
57385	STANDARD	Woonsocket	SD	44.05	-98.27
57386	STANDARD	Yale	SD	44.43	-97.98
57399	UNIQUE	Huron	SD	44.36	-98.21
57401	STANDARD	Aberdeen	SD	45.46	-98.48
57402	PO BOX	Aberdeen	SD	45.46	-98.48
57420	PO BOX	Akaska	SD	45.33	-100.12
57421	STANDARD	Amherst	SD	45.73	-97.92
57422	STANDARD	Andover	SD	45.41	-97.9
57424	STANDARD	Ashton	SD	44.99	-98.49
57426	PO BOX	Barnard	SD	45.73	-98.49
57427	STANDARD	Bath	SD	45.46	-98.32
57428	STANDARD	Bowdle	SD	45.45	-99.65
